v0, k0, x, y, yaw, km, kf, sf
0.1,-2.70709,3.45257,4.50469,-0.0178551,0.317367,-1.15652,7.97874
0.1,-2.70709,3.94402,4.43573,-0.0304914,0.353155,-1.13321,8.37458
0.1,-2.70709,-2.01224,5.02053,0.0739646,0.618548,-2.10759,7.99504
0.1,-2.70709,-1.47682,4.97738,-0.0872879,0.50418,-2.04509,7.30062
0.1,-2.70709,-1.01109,4.98387,-0.0048329,0.448667,-1.93708,7.12853
0.1,-2.70709,-0.495271,4.98317,-0.0554928,0.393939,-1.78896,6.97529
0.1,-2.70709,0.478005,4.9746,-0.0313507,0.337711,-1.62145,7.02939
0.1,-2.70709,0.972303,4.96883,0.00862616,0.313899,-1.44425,7.06023
0.1,-2.70709,1.44187,4.96999,-0.0158253,0.316027,-1.38819,7.2538
0.1,-2.70709,1.98225,4.96734,-0.0304846,0.326257,-1.3745,7.50211
0.1,-2.70709,2.4467,5.0101,-0.0665405,0.343017,-1.29307,7.76873
0.1,-2.70709,2.98347,4.96917,0.058267,0.379814,-1.28513,8.22703
0.1,-2.70709,3.4415,4.97839,-0.047478,0.410992,-1.22644,8.5773
0.1,-2.70709,-1.01443,-1.49843,0.703433,0.909847,2.39831,3.38554
0.1,-2.70709,4.9452,0.980185,0.780863,0.0770356,0.0614822,7.84802
0.1,-2.70709,4.95127,2.00425,0.781633,0.164825,-0.16558,8.06649
0.1,-2.70709,3.92806,2.47778,0.792489,0.0297742,-0.0543567,7.00293
0.1,-2.70709,4.95328,2.56875,0.784242,0.237493,-0.329753,8.38361
0.1,-2.70709,-2.49647,2.97162,0.802671,0.266891,-1.72661,5.22524
0.1,-2.70709,-1.99592,2.97424,0.784965,0.157069,-1.54187,4.98368
0.1,-2.70709,-1.58132,2.98054,0.832843,0.0582252,-1.30086,4.81068
0.1,-2.70709,4.46746,3.0707,0.787275,0.200663,-0.322898,7.92943
0.1,-2.70709,4.94816,3.01994,0.78828,0.309644,-0.452058,8.80101
0.1,-2.70709,-2.97699,3.54472,0.70191,0.45331,-1.76769,6.11692
0.1,-2.70709,-2.50682,3.49391,0.770286,0.340481,-1.70235,5.69511
0.1,-2.70709,-2.05117,3.4796,0.757755,0.252502,-1.5771,5.4742
0.1,-2.70709,-1.53519,3.42768,0.804051,0.145403,-1.2996,5.22125
0.1,-2.70709,-1.00244,3.45659,0.809096,0.0798139,-1.15205,5.1946
0.1,-2.70709,-0.527964,3.47739,0.767878,0.0134396,-0.954339,5.15312
0.1,-2.70709,3.47131,3.50022,0.792279,0.135862,-0.349792,7.19051
0.1,-2.70709,3.95665,3.49449,0.767506,0.196041,-0.397954,7.65411
0.1,-2.70709,4.42838,3.47132,0.810498,0.27664,-0.463972,8.30776
0.1,-2.70709,-3.47125,3.97443,0.701506,0.669513,-2.0256,7.56314
0.1,-2.70709,-2.94597,3.98748,0.702679,0.508491,-1.85984,6.57621
0.1,-2.70709,-2.46539,3.9709,0.706417,0.413283,-1.74399,6.19754
0.1,-2.70709,-2.03614,3.96558,0.72052,0.334101,-1.59321,5.95706
0.1,-2.70709,-1.54151,3.93725,0.847394,0.24549,-1.33707,5.72899
0.1,-2.70709,-1.03027,3.95702,0.821617,0.182926,-1.19522,5.65924
0.1,-2.70709,-0.539298,3.98194,0.779645,0.136146,-1.07013,5.65943
0.1,-2.70709,0.561272,3.98371,0.733837,0.0742175,-0.773792,5.80822
0.1,-2.70709,1.90489,3.97755,0.805729,0.0785436,-0.473196,6.34784
0.1,-2.70709,2.44919,4.04763,0.766303,0.123814,-0.479323,6.72996
0.1,-2.70709,2.95053,4.07698,0.762012,0.167143,-0.476071,7.10539
0.1,-2.70709,3.43377,4.02361,0.774439,0.226646,-0.528476,7.59702
0.1,-2.70709,3.93524,3.99335,0.798598,0.288359,-0.549685,8.14661
0.1,-2.70709,4.40921,3.98638,0.746085,0.391421,-0.672562,9.05687
0.1,-2.70709,-3.02066,4.40931,0.802842,0.627839,-1.88004,7.56134
0.1,-2.70709,-2.52951,4.44424,0.755618,0.505641,-1.75138,6.87176
0.1,-2.70709,-1.9689,4.48684,0.707829,0.411028,-1.54903,6.47634
0.1,-2.70709,-1.51682,4.45367,0.785898,0.348504,-1.4116,6.32287
0.1,-2.70709,-0.999877,4.48436,0.757827,0.284429,-1.26661,6.18633
0.1,-2.70709,-0.540819,4.4559,0.8151,0.243707,-1.14873,6.18684
0.1,-2.70709,0.499248,4.49125,0.735253,0.180378,-0.88904,6.26095
0.1,-2.70709,0.986754,4.43238,0.774867,0.170013,-0.796748,6.40322
0.1,-2.70709,1.47603,4.47358,0.798926,0.18184,-0.715779,6.63948
0.1,-2.70709,1.96325,4.45659,0.81675,0.196909,-0.647823,6.89257
0.1,-2.70709,2.46927,4.529,0.769042,0.231684,-0.661388,7.24311
0.1,-2.70709,2.90508,4.496,0.798996,0.259838,-0.625067,7.56028
0.1,-2.70709,3.44846,4.46977,0.805943,0.335276,-0.702906,8.22983
0.1,-2.70709,-2.05271,4.91993,0.764914,0.52137,-1.63909,7.27672
0.1,-2.70709,-1.47547,4.95401,0.750821,0.440867,-1.48096,6.93688
0.1,-2.70709,-1.02264,4.95124,0.837351,0.38528,-1.2961,6.78525
0.1,-2.70709,-0.515258,4.98731,0.702263,0.348665,-1.2785,6.76689
0.1,-2.70709,0.474963,4.99885,0.760834,0.296172,-1.02374,6.86225
0.1,-2.70709,0.960678,5.01965,0.738246,0.294053,-0.977907,7.03289
0.1,-2.70709,1.47133,4.97976,0.789805,0.283487,-0.8343,7.15893
0.1,-2.70709,2.01034,5.00569,0.725342,0.300375,-0.816049,7.43354
0.1,-2.70709,2.45722,5.04921,0.729021,0.350036,-0.865017,7.91521
0.1,-2.70709,3.01283,4.95639,0.826932,0.393105,-0.816351,8.43815
0.1,-2.70709,5.00896,-3.94148,1.55545,0.394337,-2.24761,11.8301
0.1,-2.70709,-1.52307,-2.43661,1.50887,0.721552,-10.6547,4.14721
0.1,-2.70709,4.46894,2.02787,1.57123,0.205814,0.181552,8.36072
0.1,-2.70709,3.94447,2.54806,1.61469,0.14997,0.253489,7.74247
0.1,-2.70709,-2.55598,3.01284,1.49121,0.228797,-1.05976,5.11497
0.1,-2.70709,-1.97911,2.97346,1.56397,0.0901466,-0.727737,4.80588
0.1,-2.70709,-1.50172,2.971,1.58053,-0.0108658,-0.489309,4.66781
0.1,-2.70709,-0.567606,2.9951,1.57114,-0.17222,-0.00517395,4.59012
0.1,-2.70709,-2.98108,3.46807,1.54258,0.410509,-1.26339,5.94891
0.1,-2.70709,-2.51686,3.46221,1.48562,0.31193,-1.12303,5.62926
0.1,-2.70709,-1.93001,3.4978,1.52572,0.191886,-0.817717,5.31563
0.1,-2.70709,-1.50007,3.46849,1.58496,0.0998019,-0.553909,5.13834
0.1,-2.70709,-0.923852,3.47545,1.52954,0.0142363,-0.357931,5.05241
