v0, k0, x, y, yaw, km, kf, sf
0,-2.16709,1.51011,-0.971796,-0.11371,-0.339699,0.365475,2.76692
0,-2.16709,2.00138,-0.983961,0.0105191,-0.131718,0.233468,3.1548
0,-2.16709,2.46932,-0.951619,0.120798,0.0452461,0.110365,3.57018
0,-2.16709,2.44295,0.0241975,0.492122,0.0313183,0.127679,3.32584
0,-2.16709,1.42755,0.480999,0.82366,-0.36021,0.426043,2.38474
0,-2.16709,1.97481,0.476912,0.707956,-0.102974,0.23288,2.8908
0,-2.16709,2.48646,0.499145,0.666358,0.117855,0.0636774,3.45786
0,-2.16709,1.49462,1.00308,1.06395,-0.156543,0.284588,2.62197
0,-2.16709,1.91664,1.04764,1.01225,0.0126801,0.165799,3.02932
0,-2.16709,2.44449,0.996784,0.869559,0.225145,-0.0120822,3.68282
0,-2.16709,-1.0781,1.45634,2.65156,0.423533,-0.0623275,2.59158
0,-2.16709,-0.454447,1.45795,2.41187,0.176566,0.186236,2.20127
0,-2.16709,0.974548,1.50251,1.47933,-0.0852761,0.259951,2.57822
0,-2.16709,1.41655,1.52783,1.28544,0.0317872,0.151338,2.89844
0,-2.16709,1.91819,1.53061,1.13976,0.19075,0.0191928,3.39381
0,-2.16709,0.00461899,1.96152,2.04845,0.109378,0.126801,2.68346
0,-2.16709,0.472878,1.98747,1.80176,0.115882,0.106678,2.81928
0,-2.16709,0.910254,2.00644,1.60511,0.158839,0.0605405,3.02985
0,-2.16709,1.4372,2.01819,1.40703,0.309281,-0.068681,3.60029
0,-2.16709,-1.4292,-3.00567,-1.0429,0.105809,0.126661,4.83059
0,-2.16709,-0.915112,-2.99401,-0.893966,0.0226648,0.196981,4.43182
0,-2.16709,0.0308879,-2.93848,-0.570806,-0.00978314,0.234016,4.15666
0,-2.16709,1.0189,-2.90246,-0.291859,0.122516,0.124258,4.41803
0,-2.16709,-1.95581,-2.51166,-1.26477,-0.00709547,0.211195,4.52621
0,-2.16709,-1.43244,-2.52479,-1.10971,-0.0931415,0.28372,4.16717
0,-2.16709,-0.985125,-2.5091,-0.949986,-0.153309,0.335613,3.92113
0,-2.16709,1.53157,-2.42691,-0.0669952,0.0480784,0.189773,4.02786
0,-2.16709,-2.48315,-2.01247,-1.47749,-0.0256887,0.223714,4.58554
0,-2.16709,1.49372,-1.95998,0.0545815,-0.109354,0.328381,3.53175
0,-2.16709,-2.97382,-1.52934,-1.68641,0.0105811,0.191104,4.82897
0,-2.16709,1.49678,-1.48583,0.187319,-0.242101,0.436662,3.14954
0,-2.16709,2.42664,-1.02813,0.582573,0.0749698,0.195624,3.7766
0,-2.16709,2.00245,-0.451253,0.715357,-0.173933,0.402007,3.03894
0,-2.16709,2.49452,-0.501246,0.779748,0.0734311,0.203287,3.65686
0,-2.16709,1.47595,-0.00741371,0.928758,-0.454264,0.639405,2.43952
0,-2.16709,1.94048,-0.0314005,0.970503,-0.196058,0.438687,2.90732
0,-2.16709,2.42111,-0.0157644,0.993137,0.0503182,0.234465,3.48917
0,-2.16709,0.995437,0.533429,1.52612,-0.649101,0.855691,2.02416
0,-2.16709,1.91408,0.516341,1.23441,-0.125406,0.389289,2.9235
0,-2.16709,2.40805,0.527706,1.23353,0.143379,0.165622,3.64027
0,-2.16709,-1.03104,1.03046,-3.07892,0.527324,0.0959444,2.29209
0,-2.16709,0.993555,1.00392,1.77691,-0.368412,0.635815,2.28154
0,-2.16709,1.48893,1.00676,1.58231,-0.160935,0.446648,2.7062
0,-2.16709,1.94144,0.978258,1.46635,0.02721,0.279928,3.1767
0,-2.16709,1.44959,1.47994,1.78168,0.0367152,0.284633,3.02645
0,-2.16709,0.903924,1.99926,2.11402,0.253604,0.102824,3.40919
0,-2.16709,-1.42504,-2.507,-0.623219,-0.0316917,0.323797,4.45298
0,-2.16709,-0.952508,-2.49536,-0.44644,-0.111247,0.399774,4.12457
0,-2.16709,-1.46525,-2.00299,-0.720296,-0.217309,0.480956,3.94972
0,-2.16709,1.05098,-1.94043,0.415309,-0.204108,0.521776,3.45806
0,-2.16709,1.50981,-1.95148,0.579413,-0.0450088,0.383842,3.79122
0,-2.16709,1.49517,-1.49324,0.692405,-0.204796,0.53535,3.31977
0,-2.16709,2.0024,-1.45882,0.830512,0.0256443,0.328005,3.83997
0,-2.16709,1.98482,-0.999893,0.994862,-0.0899937,0.443757,3.439
0,-2.16709,1.52152,-0.440909,1.25043,-0.421681,0.766572,2.68591
0,-2.16709,1.4972,0.0117615,1.53751,-0.429695,0.792192,2.56099
0,-2.16709,1.97298,-0.00627273,1.47355,-0.132772,0.515065,3.11669
0,-2.16709,1.97447,0.539701,1.71438,-0.0291162,0.428443,3.21902
0,-2.16709,1.47269,1.01329,2.09376,-0.114808,0.548019,2.87524
0,-1.62709,0.981279,-3.93406,-2.76966,0.149533,-0.292876,5.73331
0,-1.62709,1.56085,-3.47085,-2.72153,0.145395,-0.315269,5.5223
0,-1.62709,2.49233,-3.49741,-2.4733,0.242374,-0.356415,6.05472
0,-1.62709,3.01756,-2.97411,-2.35031,0.264734,-0.378284,6.05089
0,-1.62709,3.422,-2.52491,-2.18323,0.302857,-0.396175,6.23273
